"time","_geo","geo","value","unit","_unit","age","_age","wstatus","_wstatus","sex","_sex","deg_urb","_deg_urb","_flag"
2016,"IE","Ireland",3.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2017,"IE","Ireland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2018,"IE","Ireland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2019,"IE","Ireland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2020,"IE","Ireland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2012,"IS","Iceland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2013,"IS","Iceland",15.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2014,"IS","Iceland",16.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2015,"IS","Iceland",17.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2016,"IS","Iceland",17.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2017,"IS","Iceland",16.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2018,"IS","Iceland",19.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2019,"IS","Iceland",14,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2020,"IS","Iceland",12.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2005,"IT","Italy",14.4,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2006,"IT","Italy",12.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2007,"IT","Italy",12,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2008,"IT","Italy",12.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2009,"IT","Italy",10.4,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2010,"IT","Italy",9.6,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2011,"IT","Italy",8.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2012,"IT","Italy",7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2013,"IT","Italy",6.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2014,"IT","Italy",5.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2015,"IT","Italy",6.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2016,"IT","Italy",5.6,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2017,"IT","Italy",5.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2018,"IT","Italy",6,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2019,"IT","Italy",5.6,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2020,"IT","Italy",5.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2005,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2006,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2007,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2008,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2009,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2010,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2011,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2012,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2013,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2014,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2015,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2016,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2017,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2018,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2019,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2020,"LT","Lithuania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2005,"LU","Luxembourg",16,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2006,"LU","Luxembourg",14.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2007,"LU","Luxembourg",14.4,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2008,"LU","Luxembourg",13.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2009,"LU","Luxembourg",7.4,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2010,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2011,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2012,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2013,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2014,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2015,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2016,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2017,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2018,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2019,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2020,"LU","Luxembourg",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2005,"LV","Latvia",8.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2006,"LV","Latvia",11.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2007,"LV","Latvia",11.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2008,"LV","Latvia",11.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2009,"LV","Latvia",4.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2010,"LV","Latvia",6.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2011,"LV","Latvia",6,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2012,"LV","Latvia",6.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2013,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2014,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2015,"LV","Latvia",7.4,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2016,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2017,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2018,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2019,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2020,"LV","Latvia",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2020,"ME","Montenegro",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2018,"MK","North Macedonia",3.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2019,"MK","North Macedonia",4.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2020,"MK","North Macedonia",1.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2005,"MT","Malta",29.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2006,"MT","Malta",30.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2007,"MT","Malta",27,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2008,"MT","Malta",26.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2009,"MT","Malta",22.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2010,"MT","Malta",22.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2011,"MT","Malta",19,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2012,"MT","Malta",20.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2013,"MT","Malta",15.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2014,"MT","Malta",15.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2015,"MT","Malta",17.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2016,"MT","Malta",20.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2017,"MT","Malta",14.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2018,"MT","Malta",13.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2019,"MT","Malta",12.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2020,"MT","Malta",11.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2005,"NL","Netherlands",11.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2006,"NL","Netherlands",9.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2007,"NL","Netherlands",10.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2008,"NL","Netherlands",9.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2009,"NL","Netherlands",8.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2010,"NL","Netherlands",7.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2011,"NL","Netherlands",7.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2012,"NL","Netherlands",6.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2013,"NL","Netherlands",6,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2014,"NL","Netherlands",5.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2015,"NL","Netherlands",5.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2016,"NL","Netherlands",6.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2017,"NL","Netherlands",5.6,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2018,"NL","Netherlands",5.6,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2019,"NL","Netherlands",5.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2020,"NL","Netherlands",5.4,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2005,"NO","Norway",3.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2010,"NO","Norway",13.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2011,"NO","Norway",11.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2012,"NO","Norway",11.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2013,"NO","Norway",8.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2014,"NO","Norway",5.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2015,"NO","Norway",6.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2016,"NO","Norway",6.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2017,"NO","Norway",8.4,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2018,"NO","Norway",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2019,"NO","Norway",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2020,"NO","Norway",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2006,"PL","Poland",1.4,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2007,"PL","Poland",1.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2008,"PL","Poland",1.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2009,"PL","Poland",2.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2010,"PL","Poland",2.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2011,"PL","Poland",2.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2012,"PL","Poland",2.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2013,"PL","Poland",2.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2014,"PL","Poland",1.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2015,"PL","Poland",2.4,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2016,"PL","Poland",2.4,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2017,"PL","Poland",2.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2018,"PL","Poland",2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2019,"PL","Poland",2.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2020,"PL","Poland",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2005,"PT","Portugal",30.6,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2006,"PT","Portugal",31.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2007,"PT","Portugal",29.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2008,"PT","Portugal",27,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2009,"PT","Portugal",19.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2010,"PT","Portugal",17.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2011,"PT","Portugal",14.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2012,"PT","Portugal",12.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2013,"PT","Portugal",9.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2014,"PT","Portugal",8.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","b"
2015,"PT","Portugal",7.3,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2016,"PT","Portugal",7.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2017,"PT","Portugal",8.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2018,"PT","Portugal",8.2,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2019,"PT","Portugal",7.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2020,"PT","Portugal",5.9,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2009,"RO","Romania",2.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1",
2010,"RO","Romania",2.8,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2011,"RO","Romania",3.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2012,"RO","Romania",2.5,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2013,"RO","Romania",,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
2014,"RO","Romania",2.7,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","bu"
2015,"RO","Romania",3.1,"Percentage","PC","18-24","Y18-24","Employed persons","EMP","Men","M","Cities","DEG1","u"
